Code,Country,GDP,Region,Group Type,Income Level,Fatalities,Wounded,Latitude,Longitude,Casualties,Group Name
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,,,7.755106,4.820514,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.637384,5.880136,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,,,9.545501,8.895677,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.620517,4.829827,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,9.928411,8.89466,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,9.927757,8.891304,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,9.921413,8.90574,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,9.921326,8.905883,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,6.0,0.0,9.68124,8.63806,6.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,1.0,7.481505,4.560137,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.346049,5.276337,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,1.0,9.373325,8.959791,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.25571,5.331304,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.679142,3.445154,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.178665,6.203218,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,8.892925,11.37719,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,9.560047,8.710227,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,7.0,0.0,7.754378,10.172353,7.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,3.0,,10.528937,7.462484,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,9.645214,8.521895,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,3.0,,8.161519,6.818603,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,8.161519,6.818603,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,6.616419,6.159374,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,6.751852,4.877997,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.640749,5.793959,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.262106,5.212738,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,10.097606,8.792184,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,9.850864,8.684458,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,6.55738,5.531018,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,2.0,6.219547,7.645101,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,6.613184,5.454377,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,10.0,5.0,13.054713,8.486991,15.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,,7.122872,3.658497,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.297699,5.847339,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,6.739856,4.164164,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,6.158876,7.432918,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,2.0,10.238174,7.854298,3.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.00674,7.429136,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,6.241546,7.466553,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,6.152663,7.438928,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,10.375153,7.434484,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,1.0,4.634265,7.735866,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,8.250093,6.233389,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,6.46561,7.576251,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,6.465878,7.576244,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,,,9.698031,8.95132,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,6.282167,7.465896,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,5.0,1.0,9.683117,8.638088,6.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,1.0,7.353332,6.110294,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,2.0,7.815521,4.776869,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,10.097606,8.792184,3.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,9.0,1.0,11.967142,6.07188,10.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,10.270386,7.179026,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,9.562553,8.968701,3.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,10.456469,7.47088,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,10.050202,8.784072,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,6.267959,6.596891,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,1.0,6.456955,7.361381,2.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,1.0,6.320679,6.471672,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,6.318991,6.4714,,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,6.65083,6.173191,1.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,6.35867,6.545214,0.0,Fulani extremists
NGA,Nigeria,2229.85869624463,Sub-Saharan Africa,ethnic,Lower Middle,2.0,6.0,8.471673,10.432806,8.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,5.0,7.667161,9.246245,9.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,1.0,9.274892,8.362181,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,5.0,7.685944,9.24812,9.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,5.0,7.605494,9.280029,9.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,8.109627,9.140622,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,8.165131,9.114702,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,5.0,7.924964,8.723569,8.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,,,7.341913,8.83093,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,5.0,7.98527,8.760816,8.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,5.0,7.945983,8.719617,8.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,7.819415,9.244923,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,8.18911,8.361951,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,8.175716,8.664838,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,5.485386,5.755461,,Ijaw extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,9.452464,12.030202,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,9.444165,11.971157,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,8.568546,8.261807,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,8.115774,9.139674,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,8.514715,8.213535,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,8.594299,8.209427,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,8.252615,8.94538,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,11.0,0.0,7.493353,9.298891,11.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,5.0,0.0,9.288269,11.459976,5.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,0.0,9.139286,11.471034,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,0.0,9.260166,11.533152,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,0.0,9.238371,11.545986,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,0.0,9.144427,11.346983,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,,,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,1.0,7.649634,9.249278,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,11.021598,6.586266,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,9.0,,10.727915,6.434511,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.334949,6.998359,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,8.25854,9.760972,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,8.199813,8.449644,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,8.341206,8.299881,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,7.922719,8.739808,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,7.599194,9.279275,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.059559,7.828548,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,6.0,0.0,7.443204,10.48933,6.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,6.0,0.0,7.954467,10.821801,6.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,6.0,0.0,7.954467,10.821801,6.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,6.0,0.0,7.874133,9.781162,6.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,5.0,0.0,9.288269,11.459976,5.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,1.0,7.833343,5.234328,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,6.373818,6.5639,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.2089,5.26763,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,4.0,5.368105,5.91854,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,9.44033,12.041357,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.53418,4.096434,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,9.85549,8.680407,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,0.0,7.99438,8.883589,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,5.0,8.0,10.065401,8.795587,13.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,,,9.58152,8.780546,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,9.845993,8.683363,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,9.842372,8.755438,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.877332,9.779023,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,7.954114,8.748117,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,8.257593,9.719793,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.877332,9.779023,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,7.0,2.0,7.954114,8.748117,9.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,7.0,,10.859685,6.583188,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,,9.823045,12.579717,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,6.0,,8.490735,10.244915,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,2.0,8.262372,7.239925,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.954114,8.748117,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,,,6.810453,3.433653,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,3.0,7.812932,9.244684,6.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,7.0,5.373056,6.059926,7.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.799725,9.020478,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,,7.784727,9.2362,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,2.0,9.849939,8.683439,5.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,1.0,9.360704,8.221298,5.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,7.954114,8.748117,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.98713,5.582733,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,5.78928,6.102475,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,20.0,23.0,9.622632,12.195033,43.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,5.0,0.0,7.895571,8.818568,5.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,2.0,9.857075,8.670706,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,24.0,,7.039007,7.843938,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,10.0,0.0,9.222032,8.840011,10.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,10.0,0.0,9.231618,8.80116,10.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,6.0,,9.233717,8.849666,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,5.0,,9.849939,8.683439,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,0.0,9.831877,8.662705,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,9.0,1.0,9.820897,8.650964,10.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,8.0,1.0,9.818246,8.65277,9.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,8.0,0.0,10.097606,8.792184,8.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.925428,8.714467,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,1.0,7.21278,9.179171,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,5.0,,7.86489,7.508481,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,5.0,,7.780988,7.44396,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.763483,7.464165,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.316667,7.133333,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.788894,7.316298,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.804815,7.320444,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.796819,7.527659,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.585826,7.201853,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.68909,7.405583,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.486134,7.286868,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.593971,7.206481,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.558578,7.14531,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,2.0,8.809282,3.93873,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,4.0,9.814244,8.69338,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,3.0,9.808909,8.727952,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,9.849939,8.683439,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,7.272566,10.087102,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.272566,10.087102,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.322908,10.032458,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.389354,10.028903,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.112773,10.035966,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,0.0,7.311465,10.630881,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,5.285278,6.043889,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,2.0,9.845291,8.67633,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,,6.756851,6.499875,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,,6.504679,5.603746,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,7.796819,7.527659,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,7.801782,7.522492,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.809551,7.447035,0.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,6.0,0.0,7.916733,7.382894,6.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,9.97047,8.908505,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,7.954114,8.748117,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,0.0,7.84123,7.91571,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,0.0,9.491944,8.272778,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,4.0,9.491944,8.272778,7.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,1.0,2.0,6.504679,5.603747,3.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,1.0,7.32984,10.106414,1.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,2.0,7.717778,10.128516,2.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.716389,8.135833,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.720048,8.131629,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,,7.720556,8.250278,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,3.0,,7.715601,8.137103,,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,2.0,3.0,7.966667,8.9,5.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,4.0,0.0,7.206667,10.014167,4.0,Fulani extremists
NGA,Nigeria,2027.77797925505,Sub-Saharan Africa,ethnic,Lower Middle,0.0,0.0,7.390158,10.004477,0.0,Fulani extremists
